2,1,2,12,15,5,5,0.43,17,4681
2,3,1,13,11,2,6,0.37,20,3639
1,1,4,6,19,4,3,0.89,10,5350
4,2,2,8,21,4,2,0.41,17,3072
3,4,1,7,22,4,3,0.51,5,4708
5,1,5,5,16,3,5,0.97,13,3307
2,5,3,14,19,4,2,0.81,4,5258
1,1,4,15,14,3,3,0.99,16,4924
3,4,5,5,19,5,4,0.95,4,3905
3,1,4,6,11,5,5,0.93,16,4262
3,3,5,13,22,3,2,0.69,3,3688
2,5,4,13,18,3,5,0.8,7,4732
5,2,4,6,15,4,2,0.01,12,4637
2,1,5,6,12,2,4,0.27,6,4642
1,2,1,5,21,2,4,0.96,14,4103
1,2,2,12,22,2,5,0.96,13,4612
3,3,3,13,24,5,6,0.84,12,4579
5,3,3,11,10,2,2,0.14,14,5050
3,1,5,8,23,4,6,0.3,8,4608
2,5,4,7,22,5,4,0.59,16,4184
2,5,2,9,22,2,6,0.22,3,3895
5,4,1,7,22,2,4,0.29,17,4787
3,5,5,11,14,5,6,0.25,7,4692
5,2,1,7,19,3,5,0.46,6,4810
4,4,5,6,16,3,2,0.14,20,3424
2,2,2,8,22,2,3,0.41,3,5196
4,3,2,11,10,5,3,0.31,15,3553
3,3,4,10,25,4,3,0.0,9,4785
1,5,2,15,15,2,4,0.59,12,4797
2,2,1,15,24,2,2,0.99,3,3349
4,4,1,6,23,3,5,0.48,6,3604
5,2,4,7,25,4,6,0.03,19,5011
4,1,5,14,12,2,3,0.74,3,4944
1,5,4,7,17,3,3,0.14,4,4871
4,4,3,10,18,4,2,0.24,8,4606
4,4,3,13,15,3,5,0.87,18,4381
1,4,5,5,20,2,4,0.63,12,3612
1,3,4,11,20,5,6,0.89,19,4760
3,5,1,9,22,5,4,0.79,18,4585
5,3,1,9,17,5,2,0.38,16,4868
1,1,2,5,25,5,6,0.97,16,4829
1,1,1,12,24,2,2,0.13,14,4390
1,2,2,15,17,4,4,0.51,15,4328
2,4,4,7,24,5,4,0.17,3,4823
3,4,5,9,14,5,5,0.94,10,4986
1,4,2,11,25,4,6,0.77,15,4504
2,2,2,9,16,2,2,0.93,8,4678
4,5,1,14,23,5,4,0.65,20,4766
3,5,2,14,22,3,2,0.14,6,3903
3,2,2,14,22,2,4,0.58,15,4411
3,5,1,13,10,5,5,0.88,20,4319
5,1,5,14,13,3,6,0.18,8,4808
2,4,3,14,21,3,6,0.62,16,3028
3,4,3,8,23,3,5,0.26,14,4563
4,4,3,15,19,5,5,0.26,5,4568
5,2,2,15,13,4,3,0.59,7,4628
1,5,4,11,16,3,6,0.45,3,4819
4,2,1,12,18,5,6,0.79,3,4941
2,5,4,6,15,4,2,0.75,19,3843
3,3,1,6,19,4,2,0.13,6,4700
2,2,1,5,21,4,4,0.73,19,4670
2,2,1,11,13,2,4,0.21,12,4832
3,5,2,7,22,4,2,0.85,13,4369
1,2,5,9,22,2,3,1.0,14,3987
2,5,2,5,17,4,6,0.46,17,4462
4,5,3,11,21,4,4,0.01,19,4681
5,2,2,9,11,4,4,0.12,12,4869
2,1,3,7,11,5,3,0.39,8,4818
2,4,3,6,23,2,5,0.03,16,4588
3,4,1,15,21,3,3,0.48,16,4503
5,3,3,5,10,3,6,0.13,9,4646
5,2,1,10,17,4,5,0.89,16,4807
4,2,4,10,24,5,5,0.37,15,3598
1,3,5,14,12,5,6,0.94,19,4522
2,1,4,6,10,2,3,0.24,16,3750
3,1,2,15,11,2,5,0.63,20,5156
3,1,3,10,11,4,5,0.12,4,4953
5,3,5,8,16,5,6,0.13,18,4458
4,5,3,12,17,4,2,0.21,8,5010
5,4,1,6,25,4,5,0.76,19,5270
2,2,3,12,12,5,5,0.7,10,4710
1,4,2,10,21,4,5,0.8,9,4832
1,1,3,10,14,3,2,0.0,8,4648
5,5,1,15,17,3,3,0.03,6,4830
3,4,4,12,15,5,3,0.62,17,3516
5,5,2,12,18,3,6,0.38,12,4866
4,5,5,5,24,4,4,0.7,10,3867
4,2,4,13,11,2,5,0.86,11,5660
3,3,4,11,10,5,6,0.36,9,4662
4,1,5,12,15,5,3,0.35,5,5344
3,2,5,15,17,4,6,0.06,17,4704
3,1,1,6,23,3,5,0.91,10,4532
3,1,2,10,15,5,3,0.82,14,4885
3,2,3,8,20,3,6,0.82,11,3813
4,3,4,15,21,5,2,0.34,19,5115
2,4,3,13,19,3,3,0.59,5,4264
3,5,1,8,19,2,4,0.35,18,4830
3,3,5,12,22,2,2,0.33,6,4815
5,4,1,12,18,2,6,0.63,20,4554
2,4,3,9,18,2,3,0.07,17,4452
1,1,2,6,23,4,3,0.09,4,4503
2,5,4,11,22,3,5,0.72,18,4268
5,1,1,15,13,5,5,0.14,17,4792
3,2,5,13,17,2,3,0.93,18,4875
1,4,3,15,12,3,4,0.35,6,4946
2,3,1,6,19,2,6,0.17,19,4392
3,5,3,9,21,2,4,0.28,3,4668
1,3,3,7,19,2,5,0.51,18,3431
2,2,2,5,13,4,2,0.05,3,4830
4,5,1,5,12,3,2,0.99,5,3814
2,3,2,14,14,5,2,0.42,10,5229
5,1,4,11,20,2,3,0.86,15,5898
4,1,1,7,16,2,2,0.56,14,4824
1,5,1,6,15,3,4,0.94,15,3255
4,1,1,13,12,2,3,0.7,17,5214
3,2,4,5,15,2,5,0.26,15,5172
1,4,1,5,18,2,2,0.75,18,4425
3,1,5,15,21,4,2,0.99,5,5914
5,4,1,8,16,2,4,0.47,10,3438
5,5,1,9,10,5,2,0.83,13,5145
5,2,4,6,14,5,3,0.42,4,5038
1,2,3,9,13,4,5,0.22,8,657
1,5,5,11,18,4,4,0.63,18,3359
1,1,3,13,20,5,6,0.58,19,484
5,2,1,15,15,5,2,0.34,5,1742
2,2,1,14,12,5,3,0.42,6,3468
4,2,2,13,10,3,6,0.95,15,4022
2,3,1,15,10,5,3,0.97,9,5163
5,5,3,14,25,2,6,0.64,5,1325
1,2,4,8,23,2,5,0.84,9,3595
1,4,5,6,25,5,2,0.5,9,3118
1,3,4,11,19,3,6,0.54,7,3528
4,3,1,13,11,2,6,0.54,15,3319
4,4,1,11,11,4,6,0.1,13,3289
1,2,3,14,11,4,2,0.86,12,1123
5,1,3,6,25,3,4,0.68,15,3236
5,5,3,5,22,3,5,0.92,4,2138
5,2,1,8,18,2,3,0.38,8,3375
2,4,4,9,22,4,6,0.21,11,1072
3,5,3,7,11,2,5,1.0,8,3252
1,5,4,10,16,3,4,0.18,16,826
4,3,3,8,19,3,4,0.05,16,1629
2,1,4,8,17,2,3,0.57,20,2815
1,4,3,13,15,2,6,0.75,7,3920
2,2,2,6,16,5,5,0.54,4,3507
5,1,3,15,21,4,5,0.01,19,134
2,3,1,11,18,4,2,0.91,10,1942
5,5,1,8,18,5,4,0.94,4,3153
4,2,2,11,22,5,6,0.65,3,4552
1,3,2,5,22,5,4,0.41,3,2949
5,1,2,10,24,5,5,0.49,4,5223
5,1,5,15,10,4,3,0.95,15,3480
5,2,5,7,21,4,5,0.93,16,5258
3,1,2,10,19,5,5,0.77,4,3264
2,4,3,6,24,2,6,0.09,7,4960
4,1,2,7,19,2,5,0.19,10,4679
1,4,4,14,22,3,6,0.65,19,3590
3,1,1,12,18,2,3,0.49,8,4698
3,2,5,6,16,2,6,0.57,12,1106
5,5,4,7,22,2,4,0.37,19,3454
1,3,2,15,23,2,2,0.9,4,4657
5,4,4,14,22,2,3,0.6,16,2820
4,1,4,5,25,3,3,0.87,9,4873
4,1,3,13,12,2,3,0.52,9,3663
5,1,3,9,20,4,2,0.5,12,1049
5,1,2,9,17,5,6,0.08,12,3521
4,2,2,15,10,4,2,0.96,5,5241
5,2,3,6,12,3,2,0.06,13,3497
5,1,1,11,19,3,6,0.0,14,4784
5,3,5,14,12,4,6,0.08,18,4946
2,2,4,12,10,2,5,0.74,18,3276
4,5,3,13,20,3,4,0.61,9,3364
5,3,1,7,21,2,5,0.37,17,4598
4,4,4,6,15,3,6,0.64,8,3281
4,4,3,14,20,3,6,0.02,14,1202
5,4,2,13,11,3,5,0.24,15,2769
5,3,3,12,16,5,2,0.99,16,2909
1,3,4,13,20,3,6,0.48,4,3608
5,2,4,5,10,3,2,0.31,17,3920
3,4,5,6,17,5,2,0.19,13,4499
2,3,2,6,20,4,5,0.93,12,4763
3,4,2,11,16,4,6,0.26,10,3223
4,3,3,8,19,4,6,0.65,18,4675
1,3,5,13,11,4,6,0.75,18,4249
4,5,4,5,15,4,2,0.44,16,2865
3,1,1,9,14,2,3,0.25,18,3933
3,5,3,11,16,4,6,0.56,13,5298
5,2,5,13,16,5,5,0.45,5,4234
3,4,2,11,14,3,4,0.89,19,4942
4,2,1,11,15,5,2,0.01,11,5085
5,2,3,10,14,4,2,0.28,9,5009
4,3,1,8,20,4,2,0.4,5,5037
5,3,5,11,10,2,5,0.59,15,4704
5,5,3,15,14,3,5,0.75,12,5250
5,2,4,6,15,5,2,0.24,7,3793
1,4,1,6,15,2,2,0.84,11,5083
4,2,3,5,22,3,5,0.69,16,5271
4,2,1,7,24,3,5,0.51,7,4846
5,5,3,9,14,4,6,0.26,19,4167
3,2,4,13,21,2,6,0.85,9,3501
1,4,5,10,14,2,5,0.41,20,965
4,2,5,7,20,4,6,0.26,14,2334
1,1,3,6,11,2,5,0.06,12,4696
1,2,2,5,10,2,4,0.08,10,4893
5,5,4,12,20,5,5,0.45,13,3773
5,3,2,8,23,3,2,0.63,4,4536
4,5,1,15,11,3,2,0.52,15,5071
4,3,5,10,15,2,5,0.76,4,4248
3,2,4,6,11,5,4,0.7,18,4630
3,4,5,14,21,2,4,0.36,15,3808
2,1,5,12,20,5,3,0.65,11,4511
2,4,2,12,11,2,6,0.23,11,4767
3,5,3,5,16,5,4,0.22,9,4933
1,1,1,12,18,2,2,0.0,5,4490
2,5,5,8,16,3,3,0.8,13,4943
4,2,5,15,10,3,2,0.84,16,3853
2,1,4,8,18,3,6,0.33,19,5020
4,2,3,7,12,2,3,0.28,5,5080
1,5,1,8,17,5,5,0.3,14,5000
5,3,5,11,11,5,4,0.47,19,5342
2,4,3,10,20,4,2,0.2,16,4820
3,5,5,9,10,5,6,0.93,12,5145
5,4,5,7,14,4,6,0.52,12,3922
4,3,4,7,13,2,2,0.71,11,3247
4,2,3,7,22,5,5,0.52,3,5416
4,1,4,14,23,5,3,0.52,19,4792
2,3,3,12,22,3,6,0.31,9,5607
1,1,3,14,17,2,5,0.8,14,5226
5,1,4,15,23,3,5,0.9,6,5218
4,4,4,12,21,5,3,0.02,8,5813
4,5,5,9,22,5,6,0.9,9,4089
5,4,4,6,15,5,3,0.62,15,5661
2,5,3,12,22,4,4,0.55,12,5453
1,5,4,5,10,2,2,0.26,7,5138
2,4,4,5,14,3,5,0.81,12,5293
3,4,2,8,10,5,5,1.0,11,5641
2,1,4,9,22,2,4,0.19,15,5345
2,2,2,9,19,4,5,0.97,17,4997
2,2,5,7,17,4,5,0.54,11,4262
2,3,3,12,18,4,3,0.8,3,3808
2,4,1,9,17,4,3,0.81,4,5911
4,4,3,6,12,3,3,0.15,16,5302
5,1,5,6,13,2,3,0.42,17,5825
4,5,2,5,11,3,4,0.13,13,5249
4,1,5,12,18,3,5,0.56,10,5110
3,3,5,5,23,4,3,0.56,17,4723
5,4,2,9,17,2,4,0.75,12,5562
5,2,3,12,16,5,5,0.56,13,5662
1,5,4,8,12,3,4,0.1,8,4666
2,5,5,5,20,5,6,0.62,19,5269
3,4,1,11,16,4,5,0.26,16,5282
3,5,4,13,16,3,3,0.48,3,5333
2,2,4,14,20,2,5,0.46,15,5336
1,1,5,7,13,4,5,0.74,10,5491
1,2,3,10,10,3,5,0.79,7,6461
5,4,5,8,16,5,2,0.72,17,6795
2,2,4,7,25,2,5,0.31,15,6241
5,3,5,13,19,5,6,0.18,13,5747
5,5,4,9,15,4,5,0.5,4,4201
1,5,4,9,17,3,2,0.66,12,5510
4,4,5,7,10,3,3,0.22,15,3613
2,4,2,10,20,2,5,0.91,18,3929
1,3,2,11,22,4,3,0.64,13,5243
4,5,4,8,24,3,3,0.86,12,5522
5,3,5,8,16,3,4,0.05,13,2072
2,3,2,7,16,4,6,0.39,9,5599
2,4,5,6,20,3,6,0.37,18,4133
3,2,5,12,24,3,4,0.57,4,3713
1,3,4,8,19,3,3,0.72,19,4419
3,1,4,7,11,2,3,0.17,18,3006
1,1,3,14,11,5,5,0.15,13,4904
1,3,1,12,10,3,4,0.83,17,4993
4,3,3,7,10,2,4,0.75,18,5155
2,5,1,7,13,3,6,0.84,3,3244
5,2,4,12,17,2,4,0.44,5,2177
1,5,1,7,10,3,4,0.6,10,4364
1,2,5,11,23,5,2,0.29,4,5714
4,5,4,7,20,5,5,0.34,12,4155
2,5,4,5,25,5,4,0.38,4,3940
3,3,5,10,23,4,6,0.46,7,3662
5,5,4,7,16,4,2,0.83,15,3458
2,3,3,14,15,2,6,0.81,13,4259
3,1,3,11,24,5,2,0.87,14,3591
4,3,3,7,14,3,2,1.0,15,4624
3,4,4,13,18,5,4,0.66,11,4813
2,3,5,15,18,3,4,0.81,8,5080
3,2,5,6,18,4,5,0.87,9,3351
5,5,3,11,21,2,3,0.91,9,4484
5,1,2,10,21,4,5,0.2,8,5048
2,1,4,6,10,5,3,0.92,19,4649
5,5,4,13,13,2,6,0.66,18,5231
1,2,4,12,18,4,4,0.98,19,4644
3,5,4,14,18,3,2,0.29,9,3594
3,2,1,13,14,3,2,0.06,19,3600
1,1,1,10,17,3,6,0.09,5,4965
3,1,5,11,11,5,6,0.49,7,4778
2,1,2,6,19,3,3,0.72,19,5322
5,5,5,14,17,4,3,0.46,17,5292
2,3,5,7,11,4,2,0.46,20,3821
5,4,4,6,15,2,2,0.68,9,5654
1,4,5,10,23,3,6,0.78,12,3600
5,3,4,5,21,2,5,0.62,9,5656
3,5,4,13,16,3,2,0.1,18,1145
4,5,4,6,15,4,6,0.43,7,3729
5,1,3,15,18,4,5,0.67,11,4783
5,2,1,13,22,2,6,0.72,11,5181
3,5,1,11,19,5,4,0.16,15,5386
1,2,1,7,19,5,2,0.57,9,5614
5,3,4,9,23,3,5,0.42,10,4111
1,4,1,13,15,5,2,0.43,13,4552
5,2,4,15,18,2,3,0.38,17,5271
5,3,1,8,19,4,3,0.74,7,4097
5,1,3,14,21,3,4,0.74,20,4904
4,5,1,14,18,4,5,0.02,13,3624
3,4,4,13,16,2,3,0.56,17,4079
3,1,2,12,16,5,4,0.67,13,5293
2,1,4,15,14,5,6,0.42,13,3205
5,3,3,9,12,5,2,0.62,9,3967
5,2,5,5,17,3,5,0.49,6,3325
1,1,1,14,19,3,6,0.27,8,5124
5,4,3,7,14,2,3,0.75,15,3550
4,3,2,9,11,5,4,0.35,8,5504
2,3,2,15,20,5,5,0.38,20,4639
1,4,1,12,11,2,6,0.82,18,4170
2,5,5,10,18,3,6,0.89,14,5543
5,5,4,15,23,4,3,0.53,17,5557
2,3,5,10,24,4,3,0.68,6,5683
2,4,5,8,18,3,2,0.51,19,4420
5,2,3,15,15,3,2,0.58,8,5392
4,3,5,8,19,2,2,1.0,6,5172
3,2,1,9,13,4,4,0.09,19,5385
1,1,3,6,15,3,4,0.45,20,5085
3,1,2,8,25,2,5,0.68,19,5001
3,1,3,10,10,5,4,0.04,6,5181
5,4,5,6,14,5,3,0.82,4,1964
1,1,1,7,25,3,2,0.3,13,2451
5,2,2,14,25,3,4,0.43,9,3043
2,4,1,13,22,4,2,0.04,17,3815
1,2,3,13,12,4,4,0.15,8,2363
1,1,5,15,13,5,2,0.13,12,5043
1,2,1,9,15,2,4,0.97,17,5310
1,3,4,13,13,2,4,0.16,19,3651
4,3,3,10,17,3,3,0.7,20,3781
4,5,4,9,16,2,2,0.66,18,1136
4,2,4,7,24,2,3,0.39,3,2629
4,5,4,8,14,5,4,0.72,10,3792
4,5,1,8,21,4,2,0.45,18,4014
2,1,4,11,15,5,2,0.27,19,4938
4,1,4,8,15,5,6,0.77,13,5577
1,2,2,12,14,5,6,0.84,15,4690
5,1,1,7,11,4,4,0.6,5,4826
2,1,3,13,16,5,3,0.46,13,5059
1,2,1,11,20,3,4,0.4,9,4387
4,3,1,13,20,3,2,0.07,17,4348
5,4,4,6,14,3,4,0.39,9,3652
4,1,2,13,25,5,3,0.06,11,4398
2,2,2,11,10,4,3,0.97,18,4628
4,3,3,14,16,2,5,0.38,11,4137
1,4,2,7,18,5,4,0.41,12,4653
1,1,4,13,17,5,2,0.24,9,3796
4,3,4,10,18,3,4,0.95,10,4788
5,3,3,6,15,5,5,0.14,15,4571
5,4,4,14,19,2,3,0.15,9,3783
4,4,2,8,19,5,3,0.52,13,3179
1,1,5,11,16,5,5,0.26,19,4725
4,3,2,7,12,4,3,0.73,16,5402
5,3,5,7,15,2,5,0.04,16,3867
3,3,5,10,17,5,3,0.9,17,4285
2,2,2,9,19,5,3,0.67,4,4442
3,1,2,10,17,2,6,0.91,18,4664
1,5,2,14,10,5,3,0.21,19,4221
1,1,4,8,22,3,2,0.47,7,4743
1,2,5,14,15,3,4,0.08,18,4477
1,3,1,12,18,4,4,0.85,16,4680
5,4,2,13,23,5,6,0.79,12,4948
3,2,3,10,21,2,5,0.55,5,3107
5,1,5,11,10,4,2,0.04,13,4963
3,2,5,7,19,3,3,0.69,14,5118
1,4,1,14,23,5,2,0.93,20,5004
3,2,2,9,12,2,5,0.81,8,5204
2,2,4,6,16,4,6,0.5,14,3552
1,5,2,15,24,2,3,0.99,15,4820
3,5,3,13,20,4,6,0.8,18,5028
3,3,1,8,15,4,2,0.2,17,5135
1,1,2,5,13,5,4,0.36,15,4480
5,4,4,7,14,4,4,0.63,3,4960
5,3,3,11,16,3,6,0.25,12,4307
1,2,2,10,25,4,5,0.13,9,4616
5,1,5,15,23,4,6,0.4,14,5353
3,2,1,6,17,2,4,0.35,5,4209
3,3,2,12,25,4,5,0.51,16,4819
5,4,5,6,15,5,4,0.42,13,4743
1,4,5,9,22,5,3,0.36,20,5053
5,3,2,11,14,5,6,0.43,9,4776
3,3,1,14,17,5,4,0.72,14,4460
2,1,1,7,23,5,4,0.73,10,4925
4,3,3,13,18,2,4,0.83,15,5084
3,3,4,6,12,3,5,0.92,18,4365
1,4,3,7,22,3,5,0.69,14,5179
2,3,3,14,14,2,4,0.99,14,5245
4,5,3,10,19,4,4,0.02,11,4730
4,2,3,9,14,4,4,0.47,15,4485
5,1,2,5,24,2,6,0.96,6,5142
1,2,5,13,13,3,3,0.42,10,4677
1,2,3,6,23,4,6,0.07,10,4943
5,2,3,7,11,2,5,0.91,19,3549
1,1,3,12,25,2,4,0.04,16,3410
1,3,1,6,24,5,4,0.82,20,4931
5,4,5,10,12,3,4,0.36,9,2023
2,3,4,7,20,5,2,0.76,8,3758
4,3,4,7,21,3,5,0.27,12,5259
4,2,5,14,19,2,5,0.89,14,3594
4,2,2,13,15,3,3,0.09,3,797
5,3,3,14,24,4,3,0.54,7,2885
2,5,3,9,23,2,6,0.81,14,1726
2,1,4,8,19,5,2,0.45,11,5837
4,1,4,15,11,2,5,0.38,6,5145
4,2,1,8,21,4,3,0.07,17,4327
4,5,1,8,25,5,2,0.87,12,4524
3,3,2,15,23,3,3,0.36,12,3109
3,2,4,6,11,3,5,0.18,5,4357
3,2,1,12,20,4,3,0.3,9,3401
5,5,5,15,23,5,6,0.12,20,5247
4,3,4,5,22,5,2,0.83,3,4958
2,2,5,13,15,2,2,0.97,4,5231
1,4,3,8,17,2,5,0.81,6,5030
2,2,2,10,20,3,2,0.62,15,5414
3,3,1,11,15,3,5,0.95,13,4675
2,2,3,10,24,3,2,0.64,4,4131
1,5,1,14,12,3,4,0.87,11,4839
1,2,2,11,18,2,6,0.76,9,5247
4,3,1,9,20,4,4,0.69,16,4621
1,3,2,15,13,3,3,0.55,19,824
2,5,1,10,12,3,4,0.71,4,3437
1,3,2,12,13,3,2,0.55,16,1333
5,5,5,8,14,3,4,0.88,5,3833
2,2,5,12,24,5,3,0.59,10,3579
5,3,5,8,24,5,3,0.01,20,3428
5,5,3,12,16,4,4,0.06,20,3879
3,5,1,7,15,2,6,0.02,20,3255
5,2,1,15,23,3,5,0.29,3,4990
2,1,4,7,13,4,5,0.07,6,5150
4,1,2,10,23,3,5,0.85,13,5222
3,4,5,15,13,2,6,0.49,6,4484
1,1,5,11,14,3,5,0.13,12,5334
4,5,2,11,12,5,3,0.36,15,3940
2,2,5,6,14,4,2,0.4,3,5383
4,4,5,5,20,5,3,0.58,19,3909
2,4,2,5,17,3,2,0.61,18,3814
3,3,1,14,19,2,2,0.36,18,4685
1,3,2,9,16,3,3,0.84,9,3950
1,3,4,12,22,5,2,0.27,3,5372
1,4,5,8,14,3,2,0.12,9,4896
2,1,4,9,15,4,6,0.02,15,5327
2,5,4,9,15,4,5,0.25,4,4532
4,2,1,15,18,5,3,0.66,5,5459
4,3,5,8,15,4,6,0.37,9,4533
5,1,3,15,14,2,6,0.72,3,4633
1,5,5,7,10,3,3,0.63,13,5231
5,5,1,15,11,2,3,0.28,9,4931
4,1,5,14,15,4,2,0.21,12,3441
2,1,5,6,13,4,5,0.3,16,5290
1,1,5,15,25,5,6,0.73,9,5259
4,2,2,6,25,5,3,0.06,7,5017
3,5,1,7,14,5,2,0.37,3,3832
4,2,4,7,13,4,4,0.22,6,5381
1,3,4,11,17,4,4,0.73,16,5586
1,2,4,8,20,2,6,0.06,6,5331
3,3,1,11,17,2,2,0.74,5,6006
3,4,4,12,23,3,3,0.3,16,3849
4,3,1,14,15,5,6,0.83,12,4981
2,2,4,5,16,4,3,0.18,9,5466
5,4,2,8,18,2,5,0.76,7,3599
3,5,4,10,24,2,2,0.24,4,5453
1,3,2,15,21,4,6,0.25,11,5754
4,3,2,11,22,2,5,0.84,5,5042
5,5,4,9,13,4,3,0.62,7,4955
3,3,1,15,15,5,4,0.19,6,5186
4,3,1,12,20,5,6,0.44,5,5005
2,3,5,13,12,2,2,0.99,9,5018
2,1,3,14,15,3,3,0.03,15,5883
4,4,3,5,17,2,5,0.94,10,5802
5,4,3,5,13,4,6,0.78,12,5207
4,1,4,5,18,4,6,0.38,9,5276
2,2,4,12,20,5,6,0.01,3,5295
5,3,5,10,23,3,2,0.05,7,5288
3,5,1,14,21,2,4,0.96,3,5305
1,3,3,13,20,4,6,0.82,20,4324
1,3,5,7,18,2,6,0.77,19,4055
3,5,3,10,16,4,5,0.42,3,5439
1,1,5,9,10,4,5,0.07,5,5559
5,3,3,12,19,3,6,0.96,12,5771
2,4,2,5,25,2,4,0.66,13,3970
4,2,2,13,18,2,3,0.11,9,5176
5,3,2,15,10,3,6,0.78,12,5776
2,4,3,6,23,5,4,0.95,4,5810
2,1,3,6,23,3,5,0.9,7,5988
3,5,4,10,18,2,5,0.03,14,5610
3,3,3,6,13,5,5,0.97,14,5505
2,5,5,11,24,5,2,0.47,11,5530
3,4,2,9,11,3,4,0.8,20,5173
2,5,1,15,20,5,5,0.24,10,3626
1,4,1,5,21,5,4,0.38,19,3704
5,1,3,10,20,3,3,0.06,9,5565
5,2,1,8,16,3,5,0.65,5,5607
5,3,2,5,12,2,4,0.6,16,5666
3,3,3,15,17,5,4,0.08,9,5149
2,2,3,11,15,2,5,0.28,10,5203
3,4,3,6,18,5,3,0.32,16,3192
5,1,3,5,19,4,5,0.49,5,5614
3,2,2,14,13,2,4,0.53,12,4848
4,2,3,8,20,2,6,0.83,11,5161
2,4,5,10,13,5,5,0.74,9,5115
1,3,3,11,11,5,5,0.4,17,5081
5,2,5,14,12,3,5,0.36,14,5020
4,2,3,5,11,3,2,0.09,7,5278
3,4,5,6,18,2,5,0.91,14,3821
3,5,3,6,21,2,2,0.07,14,5528
4,1,4,12,21,4,3,0.82,9,5247
1,2,4,11,10,2,3,0.4,9,5474
2,4,4,5,14,4,3,0.82,6,5341
4,3,1,13,25,5,5,0.01,4,5529
4,2,3,12,15,5,3,0.45,16,4950
4,5,5,14,22,5,6,0.12,4,6118
1,3,1,12,21,5,2,0.72,10,5941
5,5,3,9,25,2,5,0.84,3,5789
4,1,4,11,19,2,5,0.33,7,5726
2,1,4,14,18,4,2,0.2,11,6160
2,1,1,13,25,3,6,0.39,13,7433
3,2,5,9,18,2,2,0.08,18,7824
5,5,5,8,17,3,4,0.72,12,8360
1,5,4,15,10,4,4,0.76,12,6613
3,4,4,7,15,5,2,0.58,3,5107
1,5,5,8,22,5,6,0.51,14,5535
1,4,3,12,24,3,4,0.36,12,6194
2,5,4,15,10,2,4,0.71,6,6133
1,5,2,15,15,4,3,0.2,16,7169
1,1,4,9,12,4,6,0.94,17,6050
4,2,5,13,21,3,2,0.78,14,6129
5,2,3,15,16,2,2,0.27,16,5293
4,1,3,11,18,3,2,0.16,14,6078
5,1,5,7,11,4,3,0.11,4,6786
5,5,5,7,20,2,4,0.39,20,6174
2,3,4,13,11,3,3,0.96,7,6303
1,1,3,13,17,4,6,0.59,14,5714
1,5,2,11,22,3,2,0.39,20,5735
3,5,2,13,14,4,6,0.09,15,6722
1,2,3,11,21,4,3,0.69,14,6164
4,1,1,7,11,4,5,0.2,9,5835
4,4,3,14,24,2,2,0.93,17,6244
1,1,2,8,15,3,4,0.63,19,6155
1,2,4,10,15,4,2,0.05,13,5276
4,5,4,12,25,5,3,0.56,15,5668
1,3,3,15,19,2,2,0.98,8,6048
4,1,4,8,12,2,5,0.13,3,6212
